timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549401966453,41,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,32598,1129,5,9,null,0,4358,0
1549401970793,41,Open Home Page,200,OK,Anonymous script 3-4,text,true,,32598,1129,5,9,http://10.17.174.209/blog/,35,0,1
1549401968237,175,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,32262,1129,5,9,null,0,4581,0
1549401972795,175,Open Home Page,200,OK,Anonymous script 3-1,text,true,,32262,1129,5,9,http://10.17.174.209/blog/,169,0,2
1549401967841,477,Change Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Editor script 2-1,,true,,182,2150,2,9,null,0,4948,0
1549401972788,477,Update post,200,OK,Editor script 2-1,,true,,182,2150,2,9,http://10.17.174.209/blog/api/posts/update/foo,477,0,1
1549401968096,419,Open First Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,25689,1145,5,9,null,0,4894,0
1549401972990,419,Go to post  post/275-editor1,200,OK,Anonymous script 3-3,text,true,,25689,1145,5,9,http://10.17.174.209/blog/post/275-editor1,414,0,1
1549401969683,176,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,26552,1145,5,9,null,0,4231,0
1549401973914,176,Go to post  post/184-editor1,200,OK,Anonymous script 3-2,text,true,,26552,1145,5,9,http://10.17.174.209/blog/post/184-editor1,169,0,1
1549401970853,33,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,26555,1145,5,9,null,0,3279,0
1549401974132,33,Go to post  post/317-editor1,200,OK,Anonymous script 3-4,text,true,,26555,1145,5,9,http://10.17.174.209/blog/post/317-editor1,27,0,1
1549401967848,54,Log in transaction,200,"Number of samples in transaction : 2, number of failing samples : 0",Anonymous script 3-5,,true,,37675,1492,5,9,null,0,7447,0
1549401971964,53,Log in as Anonymous,200,OK,Anonymous script 3-5,text,true,,33135,1492,5,9,http://10.17.174.209/blog/,9,0,2
1549401975348,1,Debug Sampler,200,OK,Anonymous script 3-5,text,true,,4540,0,5,9,null,0,0,0
1549401972994,45,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,32284,1136,5,9,null,0,3304,0
1549401976291,45,Open Random Page ,200,OK,Anonymous script 3-1,text,true,,32284,1136,5,9,http://10.17.174.209/blog/?page=5,39,0,1
1549401973410,38,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,32262,1129,5,9,null,0,3662,0
1549401977051,38,Open Home Page,200,OK,Anonymous script 3-3,text,true,,32262,1129,5,9,http://10.17.174.209/blog/,32,0,1
1549401974090,46,Comment transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,26552,3186,5,9,null,0,3634,0
1549401977723,46,Comment,200,OK,Anonymous script 3-2,text,true,,26552,3186,5,9,http://10.17.174.209/blog/post/184-editor1,41,0,2
1549401973266,12,Add User transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Admin script 1-2,,true,,483,1361,2,9,null,0,4725,0
1549401977991,12,Add User,201,Created,Admin script 1-2,text,true,,483,1361,2,9,http://10.17.174.209/blog/api/users,12,0,1
1549401974166,44,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,32262,1129,5,9,null,0,4569,0
1549401978712,44,Open Home Page,200,OK,Anonymous script 3-4,text,true,,32262,1129,5,9,http://10.17.174.209/blog/,37,0,1
1549401976343,177,Open Random Post transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-1,,true,,26568,1144,6,10,null,0,3513,0
1549401979855,177,Go to post  post/14-editor2,200,OK,Anonymous script 3-1,text,true,,26568,1144,6,10,http://10.17.174.209/blog/post/14-editor2,172,0,2
1549401975350,94,Go To Main Blog page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-5,,true,,32262,1129,6,10,null,0,4645,0
1549401979986,94,Go To Main Blog page,200,OK,Anonymous script 3-5,text,true,,32262,1129,6,10,http://10.17.174.209/blog/,88,0,2
1549401977111,74,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-3,,true,,32262,1129,6,10,null,0,3390,0
1549401980479,74,Open Home Page,200,OK,Anonymous script 3-3,text,true,,32262,1129,6,10,http://10.17.174.209/blog/,68,0,1
1549401977770,47,Open Home Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-2,,true,,32262,1129,6,10,null,0,3543,0
1549401981289,47,Open Home Page,200,OK,Anonymous script 3-2,text,true,,32262,1129,6,10,http://10.17.174.209/blog/,37,0,1
1549401978003,78,Add User transaction,500,"Number of samples in transaction : 1, number of failing samples : 1",Admin script 1-1,,false,Test failed: code expected to match /200|302|202|201/,285,1361,2,10,null,0,4433,0
1549401982435,78,Add User,500,Internal Server Error,Admin script 1-1,text,false,Test failed: code expected to match /200|302|202|201/,285,1361,2,10,http://10.17.174.209/blog/api/users,78,0,1
1549401978004,8,Open Admin Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Admin script 1-2,,true,,8972,1134,2,10,null,0,4928,0
1549401982931,8,Open Admin Page,200,OK,Admin script 1-2,text,true,,8972,1134,2,10,http://10.17.174.209/blog/admin,7,0,2
1549401979810,8,Go to log in page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-6,,true,,4543,406,6,10,null,0,3279,0
1549401983082,8,Go to log in page,200,OK,Anonymous script 3-6,text,true,,4543,406,6,10,http://10.17.174.209/blog/Account/login.aspx,7,0,2
1549401978779,51,Open Random Page transaction,200,"Number of samples in transaction : 1, number of failing samples : 0",Anonymous script 3-4,,true,,32728,1136,6,10,null,0,4445,0
